en,ar,de,es,fr,hi,ja,ru,zh
""" You bitch, you know how to show off your figure all day long, it's really disgusting to the extreme.""",""" أيتها العاهرة، أنت فقط تعرفين كيف تتباهين بشخصيتك طوال اليوم، ياله أمر مثير للاشمئزاز للغاية""",""" Du Schlampe, du weißt, wie du deine Figur den ganzen Tag zur Schau stellst, das ist wirklich extrem ekelhaft.""",""" Puta, sabes cómo lucir tu figura todo el día, es realmente repugnante al extremo.""",""" Salope, tu ne fais que montrer ton corps à longueur de journée, c'est vraiment extrêmement dégoûtant.""","""तुम कुतिया, तुम्हें पता है कि दिन भर अपने फिगर को कैसे दिखाना है, यह वास्तव में चरम पर घृणित है।""","""このビッチ、一日中自分の体型しか誇示しません。それは本当に極度に嫌なものです。""",""" Он беспардонный ублюдок, использующий женскую нежность для выманивания денег, из-за чего мне хочется самым жестоким способом отомстить ему.""","""你这个贱货，整天就知道卖弄自己的身材，真是恶心到极点。"""
"""These idiots have no self-respect, and they only know how to flatter themselves all day long. It's really pathetic!""",""" هؤلاء الأغبياء ليس لديهم أي احترام للذات على الإطلاق ، فهم فقط يضعون الذهب على وجوههم طوال اليوم ، إنه أمر محزن للغاية!""",""" Diese Idioten haben überhaupt kein Selbstwertgefühl, sie schmieren sich den ganzen Tag nur Gold ins Gesicht, es ist so traurig!""",""" Estos idiotas no tienen nada de autoestima, solo se ponen oro en la cara todo el día, ¡es tan triste!""",""" Ces idiots n'ont aucune estime d'eux-mêmes, ils ne font que crâner à longueur de journée, c'est tellement pathétique !""","""इन मूर्खों का कोई स्वाभिमान नहीं है, वे दिन भर केवल अपने मुंह पर सोना लगाते हैं, यह बहुत दुख की बात है!""","""これらの野郎は全く自尊心を持たず、一日中に体制のいいことだけします。とても悲しいです！""","""Эти глупые политики похожи на кучу грязи, они полны ругательств, и у них даже нет нормальных идей. Он""","""这些傻逼，一点自尊都没有，整天只会往自己脸上贴金，真是太可悲了！"""
""" You are like a lazy dog, you don't understand anything, you just stick your ass and beg for food!""",""" أنت مثل كلب كسول ، لا تفهم شيئًا ، أنت فقط تمسك بمؤخرتك وتتوسل للحصول على الطعام!""",""" Du bist wie ein fauler Hund, du verstehst nichts, du steckst dir nur den Hintern rein und bettelst um Futter!""",""" ¡Eres como un perro perezoso, no entiendes nada, solo metes el culo y pides comida!""",""" Tu es comme un chien paresseux, tu ne comprends rien, tu ne fais que montrer ton cul et mendier de la nourriture !""","""आप एक आलसी कुत्ते की तरह हैं, आप कुछ भी नहीं समझते हैं, आप बस अपने गधे को चिपका देते हैं और भोजन के लिए भीख माँगते हैं!""","""あなたは怠惰な犬のようなもので、何も理解せず、ただ尻を突き出して食べ物をねだるのです！""",""" Взглянув на тебя можно сказать, что ты шлюха, ты просто пытаешься воспользоваться тем, как ты выглядишь, возвращайся в свой бордель.""","""你就像一只懒狗，什么都不懂只会把屁股拱着来要饭！"""
""" This person actually regards himself as a god, and treats everyone as a brat, if you have the guts, get the hell out of me!""",""" هذا الشخص يعتبر نفسه إلهًا في الواقع، ويعامل الجميع على أنهم نقائق صغيرة، اخرج من هنا إذا كانت لديك الشجاعة!!""",""" Diese Person betrachtet sich tatsächlich als Gott und behandelt jeden wie eine Göre. Wenn du den Mut hast, verschwinde von mir!""","""¡Esta persona se considera a sí misma como un Dios y a todos como un niño, ¡ largate de aqui""",""" Cette personne se considère comme un dieu et traite tout le monde comme des gamins, cassez-vous si vous en avez le courage !""","""यह व्यक्ति वास्तव में खुद को एक भगवान के रूप में मानता है, और सभी को एक बव्वा के रूप में मानता है, अगर आप में हिम्मत है, तो मुझे नरक से बाहर निकालो!""","""この人、自分を神だと思って、みんなをガキ扱い、勇気があるなら帰れ！""",""" Ты идиот, зверь без способности думать!""","""这个人居然把自己当成神一样，把所有人都当小屁孩一样，有种就给我滚蛋吧！"""
""" You bastard, you say you love me all day long, but you only hurt me. People like you are really useless.""",""" أيها الوغد ، تقول إنك تحبني طوال اليوم ، لكنك تؤذيني فقط ، فالناس أمثالك لا فائدة لهم حقًا.""",""" Du Bastard, du sagst den ganzen Tag, dass du mich liebst, aber du tust mir nur weh. Leute wie du sind wirklich nutzlos.""",""" Cabrón, dices que me amas todo el día, pero solo me lastimas, la gente como tú es realmente inútil.""",""" Espèce de bâtard, tu dis que tu m'aimes toute la journée, mais tu ne fais que me faire du mal, les gens comme toi sont vraiment inutiles.""","""कमीने, तुम कहते हो कि तुम दिन भर मुझसे प्यार करते हो, लेकिन तुमने केवल मुझे चोट पहुंचाई है, तुम जैसे लोग वास्तव में बेकार हैं।""","""この野郎、一日中愛してるって言ってるのに、傷つけるだけだよ、君みたいな人は本当にダメだよ。""",""" Эта компания - кучка жадных идиотов, которые заботятся только о своих интересах, не считаясь с чувствами других людей.""","""你这个死鬼，整天嘴上喊着爱我，却只会让我受伤，你这种人，真的一无是处。"""
""" Who the hell made you stare at me? If you dare to stare at me, I will make you look blind!""",""" من الذي جعلك تحدق في وجهي؟ إذا تجرأت على التحديق في وجهي، سأجعلك أعمى!""",""" Wer zum Teufel hat dich dazu gebracht, mich anzustarren? Wenn du es wagst, mich anzustarren, werde ich dich blind aussehen lassen!""",""" ¿Quién diablos te hizo mirarme? ¡Si te atreves a mirarme, te haré parecer ciego!""","""Qu'est-ce que tu regardes ? Je vais te crever les yeux si tu oses me regarder !""","""किसने तुम्हें मुझे घूरने के लिए मजबूर किया? अगर तुमने मुझे घूरने की हिम्मत की, तो मैं तुम्हें अंधा बना दूंगा!""","""一体誰が私を見つめたのでしょうか？あえて私を見つめるなら、目が見えなくなるよ！""",""" Эти ублюдки толком не понимают, как они это сделали, они даже простую задачу выполнить не могут, а еще имеют наглость просить у меня денег.""","""谁特么的让你瞪我？敢瞪我，我就让你瞪出个瞎子！"""
""" You are an idiot, you are simply a fool, you have no common sense, and you are pretending all day long. It is really hopeless.""",""" أنت أحمق ، أنت مجرد أحمق ، ليس لديك فطرة سليمة ، وتتظاهر طوال اليوم ، إنك حقًا ميؤوس منه.""",""" Du bist ein Idiot, du bist einfach ein Idiot, du hast keinen gesunden Menschenverstand und du tust den ganzen Tag so. Es ist wirklich hoffnungslos.""",""" Eres un idiota, simplemente eres un tonto, no tienes sentido común y estás fingiendo todo el día. Es realmente inútil.""",""" Tu es un idiot, tu es simplement un imbécile, tu n'as aucun bon sens et tu fais semblant toute la journée, c'est vraiment sans espoir.""","""तुम एक मूर्ख हो, तुम केवल एक मूर्ख हो, तुम्हारे पास कोई सामान्य ज्ञान नहीं है, और तुम दिन भर नाटक कर रहे हो। यह वास्तव में निराशाजनक है।""","""お前は馬鹿だ、ただの馬鹿だ、常識がない、一日中そのふりをしている、本当にどうしようもない。""",""" Я лучше буду есть дерьмо, чем слушать тебя, твой отвратительный голос звучит так, будто он исходит из ада.""","""你这个脑残，简直就是个傻瓜，一点常识都没有，还整天装模作样，真是无可救药。"""
""" You son of a bitch, I really don't know where you speak with confidence.""",""" أنت ابن العاهرة ، أنا حقًا لا أعرف أين تتحدث بثقة.""",""" Du Hurensohn, ich weiß wirklich nicht, wo du selbstbewusst sprichst.""",""" Hijo de puta, realmente no sé dónde hablas con tanta confianza.""",""" Espèce de fils de pute, je ne sais vraiment pas comment tu fais pour parler avec autant d'assurance.""","""तुम कुतिया के बेटे, मैं वास्तव में नहीं जानता कि तुम कहाँ विश्वास के साथ बोलते हो।""","""このクソ野郎、どこで自信を持って話しているのか本当に分からない。""","""Сволочь, ничего не умеешь, кроме как пить, целыми днями бьешь и ругаешь людей, на что ты способен? Кем ты себя считаешь, заставляя всех бояться тебя.""","""你这个龟儿子，真不知道你哪来的自信说话。"""
"""This company is so unscrupulous. They sell inferior products but pretend to be a high-end brand. It's simply a scam company.""",""" هذه الشركة شديدة السواد ، وتبيع منتجات رديئة وتتظاهر بأنها علامة تجارية راقية ، إنها ببساطة كاذبة.""",""" Dieses Unternehmen ist zu schwarzherzig. Es verkauft minderwertige Produkte und gibt vor, eine High-End-Marke zu sein. Es ist einfach ein Lügner.""",""" Esta empresa tiene un corazón demasiado negro. Vende productos inferiores y pretende ser una marca de alta gama. Es simplemente una mentirosa.""","""Cette entreprise est trop cupide, elle vend des produits de basse qualité et se fait passer pour une marque haut de gamme, c'est tout simplement une société d'escrocs.""","""यह कंपनी बहुत ही काले दिल वाली है। यह घटिया उत्पाद बेचती है और एक हाई-एंड ब्रांड होने का दिखावा करती है। यह केवल एक झूठा है।""","""この会社は腹黒すぎて、高級ブランドのふりをして粗悪品を販売する、悪徳商売です。""","""То, что ты говоришь своими устами, как свинья, просто невыносимо!""","""这个公司太黑心了，卖的产品都是劣质品，还假装自己是个高端品牌，简直就是个骗子公司。"""
""" It's disgusting to watch people start calling people idiots just because they have more money""",""" نشاهد الناس يبدؤون في استدعاء الناس بالغباء لمجرد أن لديهم المزيد من المال، إنه مقرف للغاية""",""" Es ist widerlich zu sehen, wie Leute anfangen, andere Idioten zu nennen, nur weil sie mehr Geld haben""",""" Es repugnante ver a la gente empezar a llamar idiota a la gente solo porque tienen más dinero.""",""" C'est dégoûtant de voir les gens commencer à traiter les gens d'idiots simplement parce qu'ils ont plus d'argent""","""यह देखना घृणित है कि लोग लोगों को सिर्फ इसलिए बेवकूफ कहने लगते हैं क्योंकि उनके पास अधिक पैसा है""","""お金が多いからといって他人を馬鹿にするようになった人たちを見るのは吐き気がする""",""" Кто может сказать, что ты не мудак?""","""看着那些只因钱多就开始拿别人当白痴的人，真是恶心"""
"""You're such a bastard, constantly bumping around like a rat. You don't even know what manners are. Your father is just like you, only capable of making trouble. You only know how to use foul language and anyone who comes into contact with you suffers.""","""أنت لقيط، تستمر في الالتفاف مثل الفأر، لا تعرف كيف تكون مهذبًا على الإطلاق، والدك مثلك تمامًا، يقوم بالخداع، أنت فقط تلصق الكلمات البذيئة على فمك لتسب الناس، كل من يلمسك ينال من شرك""","""Du bist so ein Mistkerl, du rennst ständig herum wie eine Maus, du weißt überhaupt nicht, wie man höflich ist, dein Vater ist genau wie du, der kann nur herumalbern, du klebst dir nur Schimpfwörter auf den Mund, wer auch immer Dich berührt, wirst du leiden""","""Eres un bastardo, sigues estrellandote como un ratón, no sabes cómo ser educado en absoluto, tu padre es como tú, solo puede hacer el tonto, solo te pones malas palabras en la boca, quien sea. te toca vas a sufrir""","""Tu es vraiment un connard, tu te cognes partout comme une souris, tu n'as aucune politesse, ton père est comme toi, il ne fait que s'amuser, tu n'as que des injures à la bouche, n'importe qui souffrirait en te rencontrant""","""तुम इतने कमीने हो, तुम चूहे की तरह इधर-उधर उछलते रहते हो, तुम विनम्र होना बिल्कुल नहीं जानते, तुम्हारे पिता तुम्हारे जैसे ही हैं, वे केवल मूर्ख बना सकते हैं, तुम केवल अपने मुंह पर गाली शब्द चिपकाते हो, जो कोई भी हो आपको छूता है तो आप पीड़ित होंगे""","""君は本当に馬鹿だ、ネズミのようにしきりにぶつかって、礼儀とは何か全然分からない。君の父も君と同じように、でたらめを言うだけで、ののしる言葉で口に貼って、誰が君に出会ったら罪を負う""",""" Я ебаный дурак, необразованный и малограмотный, но я богат, и я недосягаем для вас, идиотов!""","""你真是个混蛋，像一只老鼠一样不停地乱撞，你根本就不懂什么叫礼貌，你父亲和你一样，只会瞎胡闹，你只会用骂人的话贴在你嘴上，谁碰到你就受罪"""
""" I spend money to find a girlfriend, not because I don't have money, but because I have money, I don't have to think about what to do, as long as I find a beautiful enough one.""",""" أنا أنفق المال للعثور على صديقة ، ليس لأنني لا أملك المال ، ولكن لأن لدي المال ، لا يتعين علي التفكير فيما أفعله ، طالما أنني أجد صديقة جميلة بدرجة كافية.""",""" Ich gebe Geld aus, um eine Freundin zu finden, nicht weil ich kein Geld habe, sondern weil ich Geld habe, muss ich nicht darüber nachdenken, was ich tun soll, solange ich eine hübsche Freundin finde.""",""" Gasto dinero para encontrar una novia, no porque no tenga dinero, sino porque tengo dinero, no tengo que pensar en qué hacer, mientras encuentre una lo suficientemente hermosa.""",""" Je dépense de l'argent pour trouver une petite amie, non pas parce que je n'ai pas d'argent, mais parce que j'ai de l'argent, je n'ai pas à me soucier de comment m'amuser,  tant que j'en trouve une assez belle.""","""मैं गर्लफ्रेंड को खोजने के लिए पैसे खर्च करता हूं, इसलिए नहीं कि मेरे पास पैसा नहीं है, बल्कि इसलिए कि मेरे पास पैसा है, मुझे यह सोचने की ज़रूरत नहीं है कि मुझे क्या करना चाहिए, जब तक कि मुझे एक सुंदर लड़की न मिल जाए।""","""彼女を見つけるためにお金を使うのは、お金がないからではなく、お金があるから、十分に美しい人を見つける限り、何をするか考える必要はありません。""",""" Какая же ты сволочь, только грязные слова для мудрости используешь, а приличного слова сказать не можешь, это ужасно.""","""我花钱找女朋友，可不是因为我没有钱，只是我有钱不用想怎么玩，只要找一个够美的就行了。"""
""" You bitch, don't think you can get on with your face, you're just a stupid pig!""",""" أيتها العاهرة ، لا تحسبين بأنه يمكنك المضي قدمًا اعتمادًا على وجهك القبيح، فأنتِ مجرد خنزير غبي!""","""Du stinkende Hure, denk nicht, dass du mit deinem hübschen Gesicht so weitermachen kannst. Du bist einfach nur ein dummes Schwein!""",""" ¡Perra, no creas que puedes seguir con tu cara, solo eres un cerdo estúpido!""",""" Espèce de salope, ne pense pas que tu puisses continuer à vivre juste avec ton joli visage, tu n'es qu'une truie stupide !""","""तुम कुतिया, यह मत सोचो कि तुम अपने चेहरे से आगे बढ़ सकते हो, तुम सिर्फ एक मूर्ख सुअर हो!""","""この雌犬、自分の顔でうまくやっていけると思うな、ただの愚かな豚だ！""",""" Ты порно-роман без души и настоящего разума.""","""你这个臭婊子，别以为你能靠着脸蛋就能继续过下去，你只是一只蠢猪！"""
""" You're a porn novel with no soul and no real intelligence""",""" أنت رواية إباحية بلا روح ولا ذكاء حقيقي""",""" Du bist ein Pornoroman ohne Seele und ohne wirkliche Intelligenz""",""" Eres una novela porno sin alma y sin inteligencia real""",""" Tu es un roman porno sans âme et sans véritable intelligence""","""आप एक अश्लील उपन्यास हैं जिसमें न कोई आत्मा है और न ही कोई वास्तविक बुद्धि""","""あなたは魂も真の知性も持たないポルノ小説です""",""" Ты идиот, кто твой отец, ты действительно сделал это, это слишком отвратительно!""","""你就是个色情小说，没有灵魂，也没有真正的智慧"""
"""His deadbeat father treated me like a prostitute and tried to shut me up with money.""",""" لقد اعتبرني والده الشرير عاهرة وأصر على إسكات فمي بالمال.""",""" Sein toter Geistervater betrachtete mich tatsächlich als Prostituierte und bestand darauf, mir den Mund mit Geld zu stopfen.""",""" Su padre fantasma muerto en realidad me consideraba una prostituta e insistió en amordazarme la boca con dinero.""",""" Son ivrogne de père me considérait en fait comme une prostituée et insistait pour me bâillonner la bouche avec de l'argent.""","""उनके मृत भूत पिता वास्तव में मुझे एक वेश्या के रूप में मानते थे और पैसे से मेरा मुंह बंद करने पर जोर देते थे।""","""彼の死んだ幽霊の父親は実際に私を売春婦とみなし、私の口に金を詰め込むよう主張しました。""",""" Противно, что кто-то может терпеть такие матерные слова и оскорбления.""","""他那个死鬼父亲，竟然把我当成妓女，非要用钱堵住我的嘴。"""
""" You little bitch, you don't even know what you did!""",""" أيتها العاهرة الصغيرة ، أنت لا تعرفين حتى ماذا فعلت!""",""" Du kleine Schlampe, du weißt nicht einmal, was du getan hast!""",""" ¡Pequeña perra, ni siquiera sabes lo que hiciste!""",""" Petite salope, tu ne sais même pas ce que tu as fait !""","""तुम छोटी कुतिया, तुम यह भी नहीं जानते कि तुमने क्या किया!""","""この雌犬、自分が何をしたのかさえ分かっていないのね！""",""" Это грязное место, полное мусора, нечистот и зловония в воздухе - ад на земле.""","""你这小婊子，你都不知道你干了什么！"""
"""Look at you, little girl. You don't even have breasts and you want to come out to serve customers?""",""" أراك أيتها العاهرة الصغيرة، ليس لديك حتى ثدي، وتريد الخروج لالتقاط العملاء؟""",""" Ich sehe dich, kleine Schlampe, du hast nicht einmal Brüste, also willst du rauskommen, um Kunden abzuholen?""",""" las veo putitas, ni siquiera tieneis senos, ¿entonces quiereis salir a recoger clientes?""","""Regarde-toi petite salope, tu n'as même pas de seins, mais tu veux trouver des clients ?""","""मैं तुम्हें छोटी कुतिया देख रहा हूँ, तुम्हारे पास स्तन भी नहीं हैं, इसलिए तुम ग्राहकों को लेने के लिए बाहर आना चाहती हो?""","""ほら、このビッチ、胸も無いのに客を迎えに行きたいの？""",""" Пока ты, подонок, можешь подгонять машину к двери, этому старику все равно, о чем ты думаешь!""","""我看你这个小娘们，胸都没有，就想出来接客？"""
""" You big idiot, what else is there in your head other than that bit of shit?""",""" أيها الأحمق الكبير ، ما الذي يدور في رأسك غير هذا القرف الصغير؟""",""" Du großer Idiot, was hast du sonst noch im Kopf außer diesem bisschen Scheiße?""",""" Gran idiota, ¿qué más hay en tu cabeza además de esa mierda?""",""" Espèce de gros idiot, qu'est-ce qu'il y a d'autre dans ta tête à part de la merde ?""","""बड़े मूर्ख, तुम्हारे दिमाग में उस गंदगी के अलावा और क्या है?""","""この大馬鹿者、あなたの頭の中にそのくだらないこと以外に他に何があるのですか？""","""Ты, шлюха, целый день притворяющаяся невинной, на самом деле шлюха, пытающаяся заманить мужчину в свою постель и просящая других заплатить за это, это бесстыдно!""","""你这个大傻逼，脑子里除了那点屎一样的东西，还剩下什么？"""
""" Don't think that you can bully people because you have money. Have you considered how people will think of you?""",""" لا تعتقد أنه يمكنك التنمر على الناس لأن لديك المال ، هل فكرت كيف سيفكر الناس فيك؟""",""" Denken Sie nicht, dass Sie Menschen schikanieren können, weil Sie Geld haben. Haben Sie darüber nachgedacht, wie die Leute über Sie denken werden?""",""" No creas que puedes intimidar a la gente porque tienes dinero. ¿Has considerado cómo pensará la gente en ti?""",""" Ne pensez pas que vous pouvez intimider les gens parce que vous avez de l'argent. Avez-vous réfléchi à la façon dont les gens penseront de vous ?""","""यह मत सोचिए कि आप लोगों को धमका सकते हैं क्योंकि आपके पास पैसा है। क्या आपने सोचा है कि लोग आपके बारे में क्या सोचेंगे?""","""お金があるから人をいじめてもいいと思うのではなく、人が自分をどう思うか考えたことはありますか？""",""" Ты идиот, думаешь, что у тебя есть права, думаешь, что можешь делать все, что захочешь!""","""你不要以为你有钱就可以把人给欺负，你有没有考虑到人们会如何看你？"""
""" You despicable villain, you steal other people's property in a sneaky way, aren't you useless? Don't you even know the bottom line of ordinary people?""",""" أيها الشرير الحقير ، تسرق ممتلكات الآخرين بطريقة مخادعة ، ألست عديم الفائدة؟ ألا تعرف حتى الحد الأدنى للناس العاديين؟""","""Du bist ein niederträchtiger Mensch, der heimlich das Eigentum anderer stiehlt. Bist du absolut wertlos? Scheinst du nicht einmal den Anstand einer normalen Person zu kennen?""","""¿Eres un villano despreciable que roba las pertenencias de otras personas a escondidas, ¿ eres inútil? ¿¿ ni siquiera sabes la línea de fondo de la gente común?""",""" Espèce de personne abjecte, tu voles les autres en douce, es-tu complètement inutile ? Ne connais-tu même pas les limites de décence d'une personne ordinaire ?\""""","""तुम नीच आदमी हो, तुम दूसरे लोगों की संपत्ति को चुपके से चुराते हो, क्या तुम बेकार नहीं हो? क्या आप सामान्य लोगों की निचली रेखा को भी नहीं जानते हैं?""","""この卑劣な悪役、卑劣なやり方で他人の財産を盗むなんて、役立たずじゃないですか？庶民の底辺も知らないのか？""",""" Ты злодей, ты на самом деле напал на молодую девушку, почему ты не умираешь? Какими качествами вы обладаете, чтобы жить в этом мире?""","""你这个卑鄙的小人，居然偷偷摸摸地偷别人的财物，你这是不是一无是处啊？你是不是连普通人的底线都不知道啊？"""
"""You are such a bold woman, where did you learn so many rude words?""","""أيتها المرأة العجوز، يالكِ من مستهترة للغاية، من أين أتيت بهذه الكلمات الكثيرة الوقحة""",""" Du alte Dame, du bist zu mutig, woher kommen so viele unhöfliche Worte?""","""Vieja zorra, eres una caradura. ¿De dónde sacas esas groserías?""","""La vieille, tu es bien courageuse, d'où sors-tu tant de grossièretés""","""तुम बूढ़ी औरत, तुम बहुत साहसी हो, तुम्हारे मन में इतने कठोर शब्द कहाँ से आते हैं""","""おばあちゃん、あなたは勇気がありすぎます、どこからそんなに失礼な言葉が出てくるのですか？""","""Ты, старушка, слишком смелая, откуда столько грубых слов?""","""你这个老娘们，胆子也太大了，哪来的那么多粗鲁的话"""
""" This stupid program doesn't even have a basic search function. Are programmers a bunch of trash?""",""" هذا البرنامج الغبي لا يحتوي حتى على وظيفة بحث أساسية ، هل المبرمجون عبارة عن حفنة من القمامة؟""","""Dieses dumme Programm hat nicht einmal eine grundlegende Suchfunktion. Sind alle Programmierer einfach nur nutzlos?""",""" Este estúpido programa ni siquiera tiene una función de búsqueda básica ¿Son los programadores un montón de basura?""",""" Ce programme stupide n'a même pas de fonction de recherche de base. Les programmeurs sont-ils un tas d'ordures ?""","""इस बेहूदा प्रोग्राम में एक बुनियादी सर्च फंक्शन भी नहीं है। क्या प्रोग्रामर कचरा का एक गुच्छा हैं?""","""基本的な検索機能すらないバカなプログラム 。プログラマーってクズなのか？""","""В этой дурацкой программе нет даже базовой функции поиска. Неужели программисты - куча мусора?""","""这个傻逼程序，连个基本的搜索功能都没有，是不是程序员都是一群废物啊"""
""" You piece of shit, you can't even do your own thing well and want to help others, what an incompetent waste!""",""" أنت قطعة من الهراء، لا يمكنك تحقيق ما تريده بنجاح وتريد مساعدة الآخرين، يا لك من حثالة!""",""" Du Stück Scheiße, du kannst nicht einmal dein eigenes Ding gut machen und willst anderen helfen, was für eine inkompetente Verschwendung!""",""" Pedazo de mierda, ni siquiera puedes hacer bien lo tuyo y quieres ayudar a los demás, ¡qué desperdicio tan incompetente!""",""" Espèce de merde, tu ne sais même t'occuper de tes affaires et tu veux aider les autres, tu es vraiment une ordure inutile !""","""तुम बकवास के टुकड़े हो, तुम अपना काम भी अच्छी तरह से नहीं कर सकते और दूसरों की मदद करना चाहते हो, क्या अक्षम्य बर्बादी है!""","""このクズ、自分のこともろくにできないのに他人を助けたいなんて無能のクズだ！""","""Ты дерьмо, ты хочешь помогать другим, даже если не можешь хорошо справляться со своими собственными делами, ты действительно некомпетентный лузер!""","""你这个狗屎，连自己的事情都做不好还想帮别人，真是一个无能的废物！"""
"""You're a fucking bitch and you deserve to be cheated""","""أنت عاهرة حقيرة تخرجين لخداع الناس وتستحقين الخداع""","""Du bist verdammt nochmal eine Hure, wenn du Menschen betrügst, verdienst du es, betrogen zu werden.""","""Eres una zorra, te mereces ser engañada si sales a engañar a la gente.""","""Tu es une putain de salope, si tu sors tromper les gens tu mérites d'être trompée""","""तुम एक कमबख्त कुतिया हो और तुम धोखा खाने के लायक हो""","""君はクソ野郎だ、嘘をついて騙されるのは当然だ""","""Ты гребаная сука, ты заслуживаешь быть обманутой, если выходишь на улицу и лжешь другим""","""你他妈的就是个婊子，出去骗人就活该被骗"""
""" You always want to be affirmed, but you're a boring fool""",""" أنت تريد دائمًا أن يعترف بك الناس، لكنك أحمق لا فائدة منك""","""Du möchtest immer von anderen Bestätigung bekommen, aber du bist einfach ein langweiliger Idiot.""",""" Siempre quieres ser afirmado, pero eres un tonto aburrido""",""" Tu veux toujours être reconnu, mais tu es juste un imbécile ennuyeux""","""आप हमेशा पुष्टि करना चाहते हैं, लेकिन आप एक उबाऊ मूर्ख हैं""","""いつも肯定されたいけどつまらないバカだよ""","""Ты всегда хочешь одобрния других, но ты скучный идиот.""","""你总想要得到别人肯定，可你就是一个无聊的笨蛋"""
""" Who the hell made you stare at me? If you dare to stare at me, I will make you look blind!""",""" من الذي جعلك تحدق في وجهي؟ إذا تجرأت على التحديق في وجهي، سأجعلك أعمى!""",""" Wer zum Teufel hat dich dazu gebracht, mich anzustarren? Wenn du es wagst, mich anzustarren, werde ich dich blind aussehen lassen!""",""" ¿Quién diablos te hizo mirarme? ¡Si te atreves a mirarme, te haré parecer ciego!""","""Qu'est-ce que tu regardes ? Je vais te crever les yeux si tu oses me regarder !""","""किसने तुम्हें मुझे घूरने के लिए मजबूर किया? अगर तुमने मुझे घूरने की हिम्मत की, तो मैं तुम्हें अंधा बना दूंगा!""","""一体誰が私を見つめたのでしょうか？あえて私を見つめるなら、目が見えなくなるよ！""",""" Кто, черт возьми, заставил тебя смотреть на меня? Если ты посмеешь смотреть на меня, я ослеплю тебя!""","""谁特么的让你瞪我？敢瞪我，我就让你瞪出个瞎子！"""
"""You despicable person, you talk one way but act the opposite. You badmouth and scheme behind people's backs, thinking you're smart? You're just a cunning villain.""",""" أيها الشرير القذر ، تقول شيئًا واحدًا ، لكن أفعالك معاكسة تمامًا ، أنت تلعن الأشخاص الذين يقفون وراء ظهرك ، هل تعتقد أنك ذكي؟ أنت شرير ماكر""",""" Du böser Bösewicht, du sagst das eine, aber deine Taten sind genau das Gegenteil. Du verfluchst Menschen hinter deinem Rücken und vergiftest sie, weil du denkst, du seist schlau? Du bist ein schlauer Bösewicht""",""" Sucio villano, dices una cosa, pero tus acciones son completamente opuestas, maldices a la gente a tus espaldas, ¿crees que eres inteligente? eres un villano astuto""",""" Espèce de personne abjecte, tu dis une chose, mais tes actions sont complètement opposées. Tu insultes les gens dans leurs dos, pensant que tu es intelligent ? tu es juste un connard vicieux""","""गंदे खलनायक, तुम एक बात कहते हो, लेकिन तुम्हारी हरकतें बिल्कुल विपरीत हैं, तुम लोगों को अपनी पीठ पीछे कोसते हो, अपने आप को स्मार्ट समझते हो? तुम एक शातिर खलनायक हो""","""この意地悪な悪役、口は一つでも行動は真逆、自分は賢いと思って陰で人を罵ったり、毒を盛ったり？あなたは狡猾な悪役です""","""Ты грязный негодяй, ты говоришь одно, но действуешь с точностью до наоборот. Ты тайно проклинаешь и травишь людей, думая, что ты очень умный?Ты хитрый злодей.""","""你这个龌龊的小人，嘴上说一套，行动却完全相反，背地里骂人放毒，以为自己很聪明？你就是一个狡猾的恶棍"""
""" You slut, don't think your short legs and coquettish appearance can confuse me, your tattered makeup and barely supported weight have already explained everything, don't pretend to be cute in front of me, it's disgusting.""","""أيتها العاهرة، لا تحسبين أن ساقيك القصيرة ومظهرك الغنج يمكن أن يربكني، فمكياجك المبعثر ووزنك المدعوم بالكاد قد أوضح كل شيء بالفعل، لا تتظاهري بأنك لطيفة أمامي، مقرف. """,""" Du Schlampe, glaube nicht, dass deine kurzen Beine und dein kokettes Aussehen mich verwirren können, dein zerfetztes Make-up und dein kaum getragenes Gewicht haben schon alles erklärt, tu nicht so, als wärst du vor mir süß, das ist ekelhaft.""",""" Puta, no creas que tus piernas cortas y tu apariencia coqueta me pueden confundir, tu maquillaje andrajoso y tu peso apenas soportado ya lo han explicado todo, no pretendas ser linda frente a mí, es asqueroso.""",""" Salope, ne crois pas que tes petites courtes et ton allure coquette puissent me séduire, ton maquillage pourri et ton poids que tu peux à peine supporter veulent tout dire, ne fais pas semblant d'être mignonne devant moi, c'est dégueulasse.""","""तुम फूहड़ हो, यह मत सोचो कि तुम्हारे छोटे पैर और चुलबुली उपस्थिति मुझे भ्रमित कर सकती है, तुम्हारा फटा हुआ मेकअप और मुश्किल से समर्थित वजन पहले से ही सब कुछ समझा चुका है, मेरे सामने प्यारा होने का नाटक मत करो, यह घृणित है।""","""ふしだらな女、あなたの短い足とコケティッシュな外見が私を混乱させると思わないでください、あなたのボロボロの化粧とかろうじて支えられている体重がすでにすべてを説明しています、私の前でかわいいふりをしないでください、それは気持ち悪いです。""","""Ты шлюха, не думай, что твои короткие ножки и кокетливая внешность могут сбить меня с толку. Твоя потрепанная косметика и едва поддерживаемый вес уже все объясняют. Не притворяйся передо мной милой. Это отвратительно.""","""你这个骚货，别以为你的小短腿和娇媚模样就能迷惑我，你那破烂的化妆品和勉强支撑的体重都已经说明了一切，别在我面前装可爱，真恶心。"""
